link,0_count,1_count,2_count,avg_speed,max_speed,min_speed,avg_eta,max_eta,min_eta,avg_cnt,max_cnt,min_cnt,0_prob,1_prob,2_prob
100785,6.0,31881.0,5626.0,35.39408376374419,56.3,0.0,30.84067288698442,61.3,0.0,30.15918533906713,87.0,0.0,0.00015994455255511424,0.8498653800015994,0.14997467544584545
100858,2839.0,10759.0,313.0,24.540311918872277,49.6,0.0,26.788479733959754,59.8,0.0,1.4741762863593917,11.0,0.0,0.20408309970526922,0.7734167205808353,0.02250017971389548
100860,4321.0,11416.0,590.0,27.902478275070802,57.9,0.0,26.50437140233035,58.1,0.0,1.6402939908376375,11.0,0.0,0.26465364120781526,0.6992098977154407,0.03613646107674404
101191,2.0,35715.0,5017.0,36.98511217719587,67.5,0.0,34.65909088239366,66.6,0.0,22.65606367061712,62.0,0.0,4.909903274905484e-05,0.8767859773162469,0.12316492365100408
101192,17.0,35386.0,4371.0,39.93539682692656,68.8,0.0,37.34063510306322,68.8,0.0,20.16827072298173,55.0,0.0,0.00042741489415195857,0.8896766732036003,0.1098959119022477
101278,1629.0,21630.0,3959.0,32.61330211858272,59.4,0.0,27.37674978532183,58.6,0.0,3.027867637421216,13.0,0.0,0.059850099199059446,0.7946946873392607,0.14545521346167978
101309,1097.0,22398.0,12216.0,27.364491255514256,59.6,0.0,17.297027197703983,56.7,0.0,6.2538768085087355,23.0,0.0,0.030718826132004145,0.6272017025566352,0.34207947131136063
10144,817.0,7772.0,130.0,29.908597006162843,57.9,0.0,27.27361876059522,58.4,0.0,1.6759574335105913,8.0,0.0,0.09370340635393967,0.8913866269067554,0.014909966739304966
101781,2148.0,22066.0,2456.0,26.79771706331683,73.6,0.0,21.662012552800395,65.1,0.0,2.381861876031075,12.0,0.0,0.08053993250843644,0.827371578552681,0.09208848893888263
101782,1060.0,25374.0,2991.0,28.170996509422647,56.3,0.0,23.120966436930395,58.6,0.0,3.853704749553178,18.0,0.0,0.03602378929481733,0.8623279524214104,0.1016482582837723
101783,2696.0,20935.0,2526.0,27.491002400656235,60.7,0.0,24.596506877830066,56.6,0.0,2.49726479607851,10.0,0.0,0.10306992392093894,0.8003593684291012,0.09657070764995986
101784,1322.0,25395.0,2613.0,29.780612684628537,53.3,0.0,25.936366281163778,59.9,0.0,3.8152673166098774,17.0,0.0,0.04507330378452097,0.865837026934879,0.08908966928060007
101785,2058.0,21896.0,2134.0,26.157562963164402,82.8,0.0,21.35914234804747,82.8,0.0,2.717381357957599,10.0,0.0,0.07888684452621895,0.839313094142901,0.0818000613308801
101786,1277.0,27065.0,2754.0,28.67452034399698,52.3,0.0,21.84700739607726,57.9,0.0,3.7601541955285276,18.0,0.0,0.041066375096475434,0.8703691793156676,0.08856444558785696
101787,1883.0,18368.0,1832.0,27.216726859635397,82.8,0.0,27.1433625291803,82.8,0.0,2.321895097039021,10.0,0.0,0.08526921161074129,0.8317710456006883,0.08295974278857039
101788,1775.0,25115.0,3040.0,28.5381859896455,56.3,0.0,27.58578232470145,59.3,0.0,3.4220839875885716,22.0,0.0,0.05930504510524557,0.8391246241229535,0.10157033077180087
101970,5184.0,9897.0,1805.0,23.466276859528048,59.9,0.0,19.30072710080512,58.8,0.0,1.6044224267353542,8.0,0.0,0.3069998815586877,0.5861068340637214,0.10689328437759091
101971,5210.0,11607.0,1727.0,24.803196155109248,59.0,0.0,16.476460597523488,59.0,0.0,1.997190678383089,8.0,0.0,0.28095340811044006,0.6259167385677308,0.09312985332182916
101972,5384.0,10126.0,1974.0,23.61231616760368,59.9,0.0,18.828094180862834,59.9,0.0,1.8948126155514466,7.0,0.0,0.30793868679935943,0.579158087394189,0.11290322580645161
101973,6630.0,14032.0,1466.0,24.779138082571045,59.0,0.0,20.553581268543688,59.8,0.0,2.0139088778248286,8.0,0.0,0.29962039045553146,0.6341287057122198,0.06625090383224873
101978,1887.0,9934.0,848.0,28.00177214700563,56.4,0.0,25.695042032594163,58.9,0.0,1.2002103262285964,7.0,0.0,0.14894624674402085,0.7841187149735575,0.06693503828242166
101979,3553.0,17315.0,3262.0,28.69229226226711,59.3,0.0,25.39865072133164,59.3,0.0,2.2685473818568234,11.0,0.0,0.14724409448818898,0.7175714877745545,0.13518441773725653
102052,1065.0,31444.0,2154.0,29.487948440328964,57.6,0.0,28.461729825300655,59.0,0.0,5.289596120555391,16.0,0.0,0.0307244035426824,0.9071344084470473,0.06214118801027032
10239,456.0,30259.0,10198.0,29.351068966646892,60.1,0.0,33.91813151489286,78.4,0.0,9.65204536205917,34.0,0.0,0.011145601642509715,0.7395937721506611,0.24926062620682912
10245,48.0,28607.0,7600.0,39.247343118152386,75.5,0.0,34.37043995656725,81.7,0.0,15.58809286021765,47.0,0.0,0.001323955316508068,0.7890497862363812,0.20962625844711075
102499,6433.0,5970.0,4886.0,20.6921138612782,58.8,0.0,13.130910701892049,58.8,0.0,2.730758455702514,12.0,0.0,0.372086297645902,0.3453062640985598,0.2826074382555382
102500,6900.0,6750.0,5900.0,20.426316229760403,55.7,0.0,15.968602555696286,59.9,0.0,2.5788453878109725,11.0,0.0,0.35294117647058826,0.3452685421994885,0.30179028132992325
102570,2258.0,18946.0,1755.0,26.507552703766535,58.5,0.0,27.58422747603023,57.2,0.0,2.289297889390134,13.0,0.0,0.09834923123829435,0.8252101572368135,0.0764406115248922
102571,2699.0,13692.0,502.0,25.44568437958521,49.6,0.0,26.35950780116976,58.9,0.0,1.7197174798506465,10.0,0.0,0.1597703190670692,0.8105132303320902,0.029716450600840584
102598,1779.0,14179.0,275.0,30.63045436760077,59.9,0.0,24.330656197257838,59.5,0.0,1.961520404481911,15.0,0.0,0.1095915727222325,0.8734676276720261,0.01694079960574139
102599,28.0,33418.0,784.0,37.60702937635748,77.9,0.0,38.55073775244143,80.3,0.0,15.928815417456718,55.0,0.0,0.0008179959100204499,0.9762781186094069,0.022903885480572598
102674,66.0,37135.0,2908.0,29.191645154733052,56.1,0.0,23.288677879721533,56.1,0.0,18.17479339070575,61.0,0.0,0.0016455159689845171,0.9258520531551522,0.07250243087586328
102680,7.0,4151.0,2470.0,26.72824522519509,48.5,0.0,34.71510111053497,82.8,0.0,3.1008184371316245,18.0,0.0,0.001056125528062764,0.6262824381412191,0.3726614363307182
102681,73.0,27878.0,12469.0,33.1354055216681,59.4,0.0,25.468679316974594,59.8,0.0,10.430951679807237,35.0,0.0,0.001806036615536863,0.6897080653142009,0.3084858980702622
102682,18.0,28150.0,12297.0,32.388757756033804,56.2,0.0,32.39936541046095,59.9,0.0,9.933331822381916,34.0,0.0,0.0004448288644507599,0.6956629185716051,0.30389225256394414
102709,5694.0,7375.0,998.0,22.863639085476642,47.4,0.0,16.594198992446614,54.0,0.0,1.3661327421254557,7.0,0.0,0.40477713798251225,0.5242766759081539,0.0709461861093339
102920,2143.0,13081.0,183.0,29.712687910101806,62.7,0.0,26.019495414376863,75.6,0.0,1.70736925527481,12.0,0.0,0.13909262023755437,0.8490296618420199,0.01187771792042578
102957,1827.0,17452.0,1295.0,31.655345821440307,70.1,0.0,31.546322523395922,74.8,0.0,2.6512187032506533,21.0,0.0,0.08880139982502187,0.8482550792262078,0.06294352094877029
102974,3271.0,12096.0,3119.0,24.795719873299106,45.5,0.0,23.07442078154895,56.7,0.0,2.6130467963293142,29.0,0.0,0.17694471491939848,0.6543330087633885,0.16872227631721304
102976,3182.0,12944.0,4723.0,25.170723267337635,76.5,0.0,22.07729177973787,55.7,0.0,3.2297793180289043,34.0,0.0,0.1526212288359154,0.6208451244664013,0.22653364669768333
102977,3157.0,12303.0,3006.0,22.84726162678291,54.0,0.0,20.176070961474423,57.4,0.0,2.3962184807036158,15.0,0.0,0.1709628506444276,0.6662514892234377,0.16278566013213475
103195,7702.0,8729.0,3891.0,24.66649272023877,57.7,0.0,16.87432461977619,58.4,0.0,1.750041657856945,16.0,0.0,0.3789981301053046,0.4295344946363547,0.1914673752583407
103196,8449.0,7386.0,3041.0,25.106533088375556,59.7,0.0,13.86050853801342,59.1,0.0,1.8161401932310817,14.0,0.0,0.44760542487815214,0.391290527654164,0.16110404746768384
103341,1551.0,20275.0,424.0,33.486498782631564,100.7,0.0,29.902266625186684,93.5,0.0,2.3691317844285926,12.0,0.0,0.06970786516853933,0.9112359550561798,0.019056179775280898
103342,887.0,14402.0,434.0,35.172886204670334,92.1,0.0,40.94262833551977,105.9,0.0,2.767385387435663,19.0,0.0,0.05641417032372957,0.9159829549068244,0.027602874769446034
10348,1675.0,17844.0,1448.0,26.275922767533864,57.9,0.0,21.270932240886566,59.9,0.0,2.376867397632018,10.0,0.0,0.07988744217103066,0.851051652596938,0.06906090523203129
10350,1939.0,17790.0,1643.0,25.22537112599454,59.9,0.0,16.935100343128816,57.6,0.0,2.5095253549690177,12.0,0.0,0.09072618379187722,0.8323975294778214,0.07687628673030134
1049,3316.0,6378.0,161.0,25.053369431208324,59.0,0.0,15.892038615494375,59.0,0.0,1.0147677661665375,6.0,0.0,0.3364789446981228,0.6471841704718417,0.016336884830035515
1050,2559.0,6061.0,140.0,24.55876478896965,72.2,0.0,15.572927930704257,59.2,0.0,1.1896949966928316,6.0,0.0,0.29212328767123286,0.6918949771689498,0.01598173515981735
1051,2670.0,7044.0,123.0,26.631903579529418,59.3,0.0,21.65451294500251,59.3,0.0,1.3338226615279598,8.0,0.0,0.27142421469960354,0.7160719731625496,0.012503812137846905
105675,870.0,21611.0,613.0,34.7015306196147,59.2,0.0,30.02350335208866,59.9,0.0,2.806549508639056,14.0,0.0,0.03767212262925435,0.9357841863687538,0.02654369100199186
105677,1889.0,25272.0,1305.0,33.67097947772591,58.0,0.0,26.868936578398028,59.8,0.0,2.7752826837731845,13.0,0.0,0.06635986791259749,0.8877959671186679,0.045844164968734634
106511,208.0,31802.0,6986.0,30.92295449676687,75.6,0.0,19.735112332034575,67.2,0.0,10.827337870919095,33.0,0.0,0.005333880397989537,0.8155195404656888,0.17914657913632168
106512,2656.0,11126.0,524.0,25.140723885689923,58.7,0.0,23.983823617796105,59.9,0.0,1.737962865565612,10.0,0.0,0.18565636795750035,0.7777156437858241,0.03662798825667552
106513,2077.0,20837.0,3839.0,25.186325036468418,47.5,0.0,24.21087970595078,57.9,0.0,3.121088108395842,16.0,0.0,0.0776361529548088,0.7788659215788883,0.14349792546630286
106514,2561.0,11156.0,410.0,25.472337854820587,54.7,0.0,24.64823815556435,55.4,0.0,1.7342436010628803,10.0,0.0,0.18128406597295957,0.7896934947264104,0.02902243930063
106515,1875.0,19261.0,3366.0,24.512122900447896,46.2,0.0,25.215895823021523,58.9,0.0,3.015081114614696,15.0,0.0,0.07652436535792996,0.7860990939515141,0.13737654069055588
106569,5.0,34588.0,5408.0,36.00588826233941,76.2,0.0,31.86092603720087,82.1,0.0,23.43414826529774,57.0,0.0,0.00012499687507812305,0.864678383040424,0.1351966200844979
106606,7301.0,9242.0,2775.0,25.015817397993562,55.1,0.0,18.647182052452536,55.1,0.0,1.7058517001192763,10.0,0.0,0.37793767470752665,0.478413914483901,0.14364841080857232
106608,5049.0,10225.0,1281.0,25.496038736066883,54.5,0.0,21.393256992610457,56.3,0.0,1.5522474091502958,10.0,0.0,0.30498338870431896,0.6176381757777106,0.0773784355179704
106616,2834.0,18879.0,4654.0,24.347740679100934,59.4,0.0,26.093014031641346,59.4,0.0,2.5165329923689863,13.0,0.0,0.10748283839648044,0.7160086471726022,0.17650851443091745
106618,2184.0,14492.0,2443.0,24.876275531222944,59.0,0.0,28.921686763926893,59.0,0.0,1.9147282023717334,9.0,0.0,0.1142319158951828,0.7579894345938595,0.1277786495109577
106652,1695.0,19052.0,784.0,26.894528576657727,54.4,0.0,25.521616069565102,53.0,0.0,2.375493993959017,12.0,0.0,0.07872370071060332,0.8848636849194185,0.03641261436997817
106656,4.0,42221.0,1038.0,50.218604573977856,70.9,0.0,46.34295682083741,74.8,0.0,52.12961697120096,121.0,0.0,9.245775836164852e-05,0.9759147539467906,0.023992788294847793
106657,37.0,38902.0,1196.0,51.54370080873059,73.9,0.0,40.66011510688775,75.5,0.0,50.51942024427704,109.0,0.0,0.0009218886258876292,0.969278684440015,0.02979942693409742
106661,10.0,9194.0,458.0,43.20991274064643,63.5,0.0,22.713804411448443,81.5,0.0,4.808768119838158,73.0,0.0,0.0010349824052991099,0.9515628234320016,0.04740219416269923
106782,13.0,27984.0,8002.0,32.32520603109501,70.7,0.0,21.5113640001218,66.3,0.0,25.239903921398415,63.0,0.0,0.0003611211422539515,0.7773549265257368,0.22228395233200923
106806,1727.0,6888.0,26204.0,20.31674989815978,78.6,0.0,20.724279629949724,77.7,0.0,5.697043605722509,19.0,0.0,0.04959935667308079,0.19782302765731355,0.7525776156696057
106807,690.0,17486.0,21000.0,24.18422065672191,60.1,0.0,23.15888167176407,70.9,0.0,6.627079369951959,26.0,0.0,0.017612824178068205,0.4463447008372473,0.5360424749846845
106814,15.0,41459.0,3405.0,33.05766601405941,56.4,0.0,25.727992611153233,64.3,0.0,17.919739155998293,47.0,0.0,0.00033423204616858665,0.9237950934735623,0.07587067448026917
106834,14.0,30053.0,727.0,40.79829033126831,66.2,0.0,43.190401296488446,76.1,0.0,51.08740397771199,111.0,0.0,0.0004546340196142106,0.9759368708189907,0.023608495161395078
106894,2860.0,14558.0,4439.0,23.962376725503027,46.7,0.0,14.7427431385697,56.7,0.0,2.6426232053616068,12.0,0.0,0.13085052843482636,0.6660566408930777,0.2030928306720959
106910,3.0,27712.0,387.0,35.9167451025578,56.7,0.0,33.808947276614006,78.7,0.0,22.48620897634406,61.0,0.0,0.00010675396768913245,0.9861219842004127,0.013771261831898085
106911,3.0,28017.0,177.0,36.83042624864931,57.7,0.0,32.9633802581222,68.2,0.0,25.329401726334183,70.0,0.0,0.00010639429726566656,0.99361634216406,0.006277263538674327
106912,6.0,19658.0,329.0,34.19285536589267,56.8,0.0,27.627668130845876,58.7,0.0,4.4251326672742435,22.0,0.0,0.000300105036762867,0.9832441354474066,0.016455759515830542
106921,2359.0,12971.0,374.0,32.187896764461286,59.9,0.0,30.885616276329372,59.9,0.0,2.2034317483124912,25.0,0.0,0.15021650534895567,0.8259679062659195,0.02381558838512481
106922,3180.0,16259.0,355.0,30.421377366142796,59.9,0.0,30.20688343029669,59.9,0.0,2.2150983247086877,37.0,0.0,0.1606547438617763,0.8214105284429625,0.01793472769526119
106951,705.0,25654.0,5950.0,30.219280266807647,72.4,0.0,22.928253189429114,72.4,0.0,17.551800791256294,65.0,0.0,0.02182054535887833,0.7940202420378223,0.1841592126032994
106952,437.0,23090.0,4205.0,29.681374239828294,79.4,0.0,24.054072284597954,79.2,0.0,7.635253790074327,37.0,0.0,0.015757969133131402,0.8326121448146545,0.15162988605221406
106955,28.0,38798.0,1062.0,33.190348182617,69.0,0.0,33.154439379714454,80.1,0.0,22.831608949906588,59.0,0.0,0.0007019655034095467,0.9726734857601284,0.026624548736462094
106973,26.0,35087.0,561.0,37.19912616915744,61.5,0.0,37.234456338452034,74.3,0.0,17.649336329409948,66.0,0.0,0.0007288221113415933,0.9835454392554802,0.015725738633178225
106994,1517.0,15209.0,174.0,28.97406908745515,52.9,0.0,31.188837863404693,56.8,0.0,1.9076928439727587,8.0,0.0,0.08976331360946746,0.8999408284023669,0.01029585798816568
106995,1042.0,11226.0,128.0,28.766399627241306,59.0,0.0,32.405739459537656,59.9,0.0,1.6705868470459073,9.0,0.0,0.0840593739916102,0.9056147144240078,0.010325911584382058
107039,21.0,40438.0,3749.0,30.367787616851828,58.8,0.0,21.02584804470459,60.2,0.0,14.071716565499376,42.0,0.0,0.0004750271444082519,0.9147213174086138,0.08480365544697792
107065,264.0,39174.0,2847.0,30.868661797033617,65.5,0.0,25.617505884304272,65.4,0.0,8.982245969362681,40.0,0.0,0.006243348705214615,0.9264278112805959,0.06732884001418943
107078,234.0,37907.0,1818.0,30.930177704786097,82.6,0.0,31.32928896095183,72.7,0.0,9.652406981204543,31.0,0.0,0.005856002402462524,0.9486473635476363,0.04549663404990115
107081,985.0,14979.0,631.0,27.061968932394038,52.7,0.0,20.09530126980954,59.4,0.0,3.4384526518097323,40.0,0.0,0.059355227478156074,0.9026212714673094,0.038023501054534496
107082,1479.0,8146.0,120.0,28.130279762920267,55.7,0.0,24.683704453587204,58.7,0.0,2.1895934271372504,32.0,0.0,0.1517701385325808,0.8359158542842483,0.012314007183170857
107125,4015.0,13172.0,5176.0,26.19131363821822,83.0,0.0,21.19791567797032,79.2,0.0,3.749448457372568,15.0,0.0,0.17953762911952778,0.5890086303268792,0.231453740553593
107126,1454.0,17956.0,679.0,36.57711146038058,90.2,0.0,28.776885023546892,104.2,0.0,3.1325555024281435,15.0,0.0,0.07237791826372642,0.8938224899198567,0.033799591816416945
107128,376.0,6191.0,938.0,26.661549839769517,84.0,0.0,18.602842039221272,104.3,0.0,2.7645733356295477,11.0,0.0,0.050099933377748165,0.8249167221852098,0.12498334443704197
107275,1524.0,20983.0,911.0,33.969239203082964,82.7,0.0,26.500837811140222,82.7,0.0,2.504033679866981,12.0,0.0,0.06507814501665386,0.8960201554359895,0.038901699547356734
107276,1136.0,17475.0,700.0,34.3847346771615,82.7,0.0,29.525696670327097,82.7,0.0,2.7217221375384906,13.0,0.0,0.058826575526901764,0.9049246543420848,0.036248770131013415
107281,1221.0,14656.0,360.0,33.21611166009287,79.2,0.0,29.64252272023605,82.8,0.0,2.020526374845328,11.0,0.0,0.07519862043480939,0.902629796144608,0.02217158342058262
107286,7.0,34527.0,1121.0,37.49721992909272,74.1,0.0,33.36926891628501,82.7,0.0,24.42431370132499,68.0,0.0,0.00019632590099565278,0.9683634833824148,0.03144019071658954
107292,47.0,35231.0,641.0,37.77983171785526,66.8,0.0,28.438953336334947,73.1,0.0,33.60560015417492,84.0,0.0,0.0013084996798351848,0.9808457919207105,0.01784570839945433
107305,3985.0,12468.0,409.0,25.458496121108965,59.9,0.0,30.521468979135022,59.8,0.0,5.098080189564209,26.0,0.0,0.23633020993950896,0.7394140671331989,0.024255722927292136
107306,357.0,2532.0,276.0,26.221619873046876,55.0,0.0,22.0363593943278,58.9,0.0,1.3671192457411026,8.0,0.0,0.11279620853080569,0.8,0.08720379146919431
107307,422.0,26818.0,11913.0,27.939644348150253,63.9,0.0,23.17138631820875,77.4,0.0,7.673499353787215,33.0,0.0,0.010778228999054989,0.6849538988072433,0.3042678721937016
107350,3135.0,588.0,215.0,25.634628586154513,59.9,0.0,16.740730311075843,59.9,0.0,1.8387392476399742,14.0,0.0,0.7960893854748603,0.14931437277805992,0.054596241747079735
107353,4172.0,589.0,90.0,25.948660142438374,55.8,0.0,7.860805003643036,57.6,0.0,2.4324300933414036,12.0,0.0,0.86002886002886,0.12141826427540713,0.01855287569573284
107368,1924.0,15221.0,791.0,33.68010813370512,57.8,0.0,25.122971020136994,59.3,0.0,2.284661443103016,17.0,0.0,0.10727029438001784,0.8486284567350579,0.04410124888492418
107369,2257.0,17513.0,958.0,35.35000758264142,59.5,0.0,26.44126276033121,59.5,0.0,2.8656885900038254,26.0,0.0,0.10888653029718255,0.8448957931300656,0.04621767657275183
107370,2134.0,16097.0,663.0,34.6400586098208,58.7,0.0,27.485090918073467,59.9,0.0,2.508055719211896,19.0,0.0,0.11294590875410183,0.8519635863237006,0.03509050492219752
107371,2010.0,19310.0,797.0,36.049555435659386,59.4,0.0,26.002173584409412,58.5,0.0,3.3981535219378873,26.0,0.0,0.09088031830718452,0.873084052990912,0.036035628701903515
107446,176.0,32409.0,384.0,41.99855542110479,64.0,0.0,36.21874319155644,82.7,0.0,16.331174579121104,58.0,0.0,0.005338348145227335,0.9830143468106403,0.011647305044132366
107449,11.0,25535.0,419.0,41.71487812192909,60.4,0.0,32.59462457281718,72.6,0.0,8.220375560870131,29.0,0.0,0.0004236472174080493,0.9834392451376853,0.016137107644906605
107480,915.0,30568.0,614.0,33.06809661344655,56.3,0.0,25.986887947287848,55.1,0.0,4.062654541434272,15.0,0.0,0.028507337134311618,0.9523631492039755,0.019129513661712932
107481,698.0,32353.0,904.0,37.10216703245011,59.7,0.0,16.394652110223955,59.7,0.0,4.522542012805564,22.0,0.0,0.02055661905463113,0.9528199087026947,0.026623472242674126
107659,6705.0,18229.0,2039.0,33.225974220240595,57.9,0.0,29.034521999855272,59.4,0.0,3.5209333903447977,20.0,0.0,0.24858191524858192,0.6758239721202685,0.07559411263114967
107661,221.0,37982.0,1302.0,32.641735183283444,83.2,0.0,29.86670741529685,82.3,0.0,10.583637190155113,46.0,0.0,0.005594228578660929,0.9614479179850652,0.03295785343627389
109352,2345.0,4669.0,108.0,21.554600089449163,57.0,0.0,21.031948286201654,57.0,0.0,1.066452210233325,5.0,0.0,0.32926144341477115,0.6555742768885144,0.015164279696714406
109353,2420.0,4933.0,219.0,21.83905719948146,50.4,0.0,19.513355680905804,59.8,0.0,1.0657981882450125,5.0,0.0,0.3195985208663497,0.6514791336502905,0.028922345483359747
109356,2554.0,18430.0,1353.0,26.39085115957332,55.7,0.0,24.492650897125337,59.4,0.0,1.917636682870525,9.0,0.0,0.11433943680888213,0.8250884183193804,0.060572144871737475
109357,2302.0,14995.0,790.0,26.16075938121743,59.9,0.0,21.27484449645062,59.9,0.0,1.8125738455420963,8.0,0.0,0.12727373251506607,0.8290484878642118,0.043677779620722064
109358,2433.0,17582.0,913.0,27.345517600583506,56.0,0.0,23.937856812874372,59.4,0.0,1.7607455648660193,9.0,0.0,0.11625573394495413,0.840118501529052,0.043625764525993885
109359,2308.0,16434.0,948.0,25.270650928626722,59.2,0.0,19.445459723726845,59.2,0.0,1.8618157120734766,8.0,0.0,0.11721686135093956,0.8346368715083798,0.04814626714068055
109818,104.0,724.0,63.0,31.217731770833332,57.6,0.0,32.117579427083335,58.7,0.0,1.0380859375,6.0,0.0,0.11672278338945005,0.8125701459034792,0.0707070707070707
109819,2758.0,7477.0,519.0,27.671154454584887,50.6,0.0,25.73817236565279,59.1,0.0,1.2528176027760698,11.0,0.0,0.256462711549191,0.6952761763064906,0.04826111214431839
109820,156.0,889.0,125.0,28.85522908528646,56.4,0.0,20.71153409830729,56.4,0.0,1.1973128255208332,4.0,0.0,0.13333333333333333,0.7598290598290598,0.10683760683760683
109837,541.0,18341.0,227.0,35.10555492555633,79.3,0.0,37.868211164503435,59.9,0.0,3.1372373763794044,23.0,0.0,0.028311266942278507,0.9598095138416453,0.011879219216076195
109840,237.0,13995.0,159.0,35.37298906955968,58.8,0.0,29.017057153624258,59.7,0.0,2.736873271739855,20.0,0.0,0.016468626224723785,0.9724828017510945,0.011048572024181781
109842,476.0,5132.0,85.0,35.172109994167755,58.3,0.0,33.53617190430959,59.9,0.0,1.27850836192237,7.0,0.0,0.08361145266116284,0.9014579307922009,0.01493061654663622
109846,1017.0,4753.0,78.0,32.785014508872564,59.4,0.0,24.098054271888735,58.3,0.0,1.3434269190894232,6.0,0.0,0.17390560875512995,0.8127564979480164,0.013337893296853625
109859,8.0,817.0,0.0,44.677277777777775,60.2,0.0,39.88030555555555,60.2,0.0,2.535486111111111,7.0,0.0,0.009696969696969697,0.9903030303030304,0.0
109870,1203.0,2638.0,39.0,23.24807824016753,53.9,0.0,24.406961822509764,59.2,0.0,1.0502744089762368,5.0,0.0,0.3100515463917526,0.6798969072164949,0.010051546391752578
109922,473.0,1707.0,67.0,33.32760856119791,54.2,0.0,26.93099386935764,59.9,0.0,1.1737928602430556,4.0,0.0,0.2105028927458834,0.7596795727636849,0.029817534490431688
109943,557.0,22363.0,1456.0,29.97163349921155,55.8,0.0,31.275050038072152,58.9,0.0,4.381387531419085,29.0,0.0,0.022850344601247127,0.9174187725631769,0.059730882835575975
109944,713.0,23035.0,1489.0,30.166789128895907,55.8,0.0,27.984586045053682,57.6,0.0,4.257048409578562,34.0,0.0,0.02825216943376788,0.9127471569520942,0.05900067361413797
109998,391.0,35812.0,2856.0,26.663079644613916,82.8,0.0,16.70336044248363,82.8,0.0,7.622050704977742,22.0,0.0,0.010010496940525871,0.9168693514938938,0.07312015156558027
110095,69.0,22175.0,18210.0,24.866423184435554,55.5,0.0,21.904560378591277,73.4,0.0,7.676814039055796,22.0,0.0,0.0017056409749344934,0.5481534582488753,0.45014090077619023
110098,465.0,14716.0,28098.0,23.615717933367407,82.7,0.0,14.625118087448055,59.3,0.0,10.484384494735353,29.0,0.0,0.010744240855842326,0.34002634071951754,0.6492294184246401
110106,10.0,34254.0,10480.0,28.912539833399784,75.5,0.0,28.58506006076056,80.3,0.0,15.129913386914517,46.0,0.0,0.00022349365278026103,0.7655551582335062,0.23422134811371356
110107,20.0,35102.0,9599.0,27.712611728290092,62.4,3.4,26.32358079745368,79.1,1.3,13.890797044558614,36.0,1.0,0.00044721719102882316,0.7849108919746876,0.21464189083428367
110153,5518.0,7005.0,253.0,27.936372676530866,109.1,0.0,23.655264270017913,58.7,0.0,1.5763462949437754,7.0,0.0,0.43190356919223544,0.5482936756418284,0.01980275516593613
110226,33.0,35784.0,9074.0,27.917539106146634,62.4,0.0,25.60651181037131,69.5,0.0,15.45361546256145,34.0,0.0,0.0007351139426611125,0.7971308280056136,0.2021340580517253
